UniqueID,What is your gender?,What is your age?,What is your race?,Are you hispanic?,What is your level of education?,What is your income?,What area of New York are you from?,What is your zip code?,What is your borough?,Do you have a drivers license?,Do you have access to a car?,Reason for car,What type of car do you have?,Where do you park your car?,Do you pay to park?,Do you have a smartphone?,Do you own a bike?,How many bikes do you own?,qBIKETYPE1,Where do your packages get delivered?,"If you get parcels at a postal store, how far away are they?",Opinion of the subway,Has this affected how often you use the subway?,Opinion on the bus service,Has this affected how often you use the bus,Relationship status,Do you get state welfare?,Are you disabled?,What type of building do you live in?,Do you rent or own your house?,How many children do you have?,Do you accompany your children to school?,Employment Status,What type of industry do you work in?,How many fulltime jobs do you have?,How many part time jobs do you have?,How many jobs do you have?,Where do you work?,Can you work from home?,Which borough do you work in?,What time do you go to work?,What time do you finish work?,What is your preferred language?
50201441,Male,43,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Inner Brooklyn,11231,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My workplace,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At an office,"Yes, work from home",NA,9am,7pm,NA
50201442,Female,29,Other,"Yes, Other","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Inner Brooklyn,11212,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",1-2 blocks,Staying the same,NA,Getting better,I take the bus the same amount,Single,No,No,A building with 50 or more apartments,Rent,Four or more,Yes,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,6:30am,6pm,NA
50201446,Female,61,Other,"Yes, Other",Some high school,"$15,000 - $24,999",Manhattan Core,10025,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus the same amount,Widowed,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Technology & Telecommunications,NA,1,1 job,"At a stadium, concert hall, or event space","Yes, work from home",NA,por la manana,de madrugada,NA
50201447,Female,36,Other,"Yes, Mexican, Mexican American, Chicano",Some high school,"$15,000 - $24,999",Northern Bronx,10468,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,2,Yes,An alternative address (i.e. a family member or friend's),6-10 blocks,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Rent,One,Yes,Employed part time (working less than 30 hours per week),Hospitality,NA,1,1 job,At an office,"Yes, work from home",NA,pm,pm,NA
50201448,Female,38,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Northern Bronx,10475,The Bronx,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,Yes,Yes,Yes,1,Yes,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",6-10 blocks,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"Yes, work from home",NA,9am,6pm,NA
50201451,Female,43,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Manhattan Core,10016,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,1,Yes,My lobby,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"Yes, work from home",NA,9am,7pm,NA
50201456,Female,35,Native Hawaiian or Pacific Islander,"Yes, Other",Some high school,"$15,000 - $24,999",Northern Manhattan,10040,Manhattan,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway more frequently,Getting worse,I take the bus less frequently,Living in a committed partnership,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Hospitality,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,8AM,5PM,NA
50201457,Male,51,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$35,000 - $49,999",Southern Bronx,10451,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,1,Yes,Other,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Volunteer work (at least 1 day/week),NA,NA,NA,0,NA,NA,NA,,,NA
50201458,Female,25,Other,"Yes, Other","Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Manhattan Core,10024,Manhattan,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",3,Gasoline,On the street,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),More than 20 blocks,Getting worse,I use the subway the same amount,Getting better,I take the bus the same amount,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Education,NA,1,1 job,At a school or day care facility,"Yes, work from home",NA,7:45am,4:30pm.,NA
50201459,Female,60,Black/ African American/ Caribbean American,"Yes, Other","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Inner Brooklyn,11216,Brooklyn,Yes,I personally own or lease a car,2,Gasoline,On the street,NA,Yes,Yes,1,Yes,Other,NA,Getting better,I use the subway more frequently,Getting better,Refused,Married,No,No,A one family house attached to one or more houses,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
50201461,Female,30,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Southern Bronx,10451,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My workplace,NA,Staying the same,NA,Getting better,I take the bus more frequently,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Non-profit,1,0,1 job,At an office,"Yes, work from home",NA,10:00 AM,7 or 8 pm,NA
50201462,Male,38,Asian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Queens,11373,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,1,Yes,My lobby,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 50 or more apartments,Rent,Two,Yes,Employed full time (working more than 30 hours per week),Hospitality,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,5am,3pm,NA
50201467,Male,66,Other,"Yes, Puerto Rican","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Middle Queens,11418,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,NA,NA,Married,No,No,A one family house attached to one or more houses,Own,Two,No,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At a school or day care facility,"Yes, work from home",NA,7am,3pm,NA
50201473,Female,43,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$35,000 - $49,999",Northern Manhattan,10037,Manhattan,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,No,NA,NA,Other,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Living in a committed partnership,Yes,No,A building with 10 to 49 apartments,Rent,One,No,Employed full time (working more than 30 hours per week),Hospitality,1,1,2 jobs,"At a stadium, concert hall, or event space","Yes, work from home",NA,1200,800,NA
50201474,Male,73,Other,"Yes, Puerto Rican",Some high school,"$15,000 - $24,999",Southern Bronx,10468,The Bronx,No,Refused,NA,NA,NA,NA,No,Yes,NA,NA,A postal store,6-10 blocks,Getting worse,Refused,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Refused,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
50201476,Female,25,Black/ African American/ Caribbean American,"Yes, Other","Associate degree (i.e., AA, AS)","$25,000 - $34,999",Outer Brooklyn,11226,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,On the street,NA,Yes,No,NA,NA,A postal store,6-10 blocks,Getting worse,I use the subway less frequently,Getting better,I take the bus less frequently,Single,No,No,A building with 10 to 49 apartments,Rent,One,NA,Employed full time (working more than 30 hours per week),Retail,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,am,pm,NA
50201480,Female,28,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$50,000 - $74,999",Middle Queens,11357,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,A postal store,More than 20 blocks,Getting worse,NA,NA,NA,Single,No,No,A one family house detached from any other house,Own,One,Yes,Employed full time (working more than 30 hours per week),NA,1,0,1 job,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",NA,3.00pm,varys,NA
50201482,Female,58,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Manhattan Core,10023,Manhattan,Yes,I personally own or lease a car,1,Gasoline,Other,NA,Yes,Yes,3,Yes,My doorman,NA,Getting better,I use the subway more frequently,Getting better,I take the bus more frequently,Widowed,No,No,A building with 50 or more apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"Yes, work from home",NA,8am,530pm,NA
50201484,Female,48,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$35,000 - $49,999",Outer Brooklyn,11230,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,In a shared driveway,NA,Yes,No,NA,NA,My lobby,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Rent,One,No,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
50201488,Male,19,Two or more races,"No, not of Hispanic, Latino, or Spanish origin",Some high school,NA,Inner Brooklyn,11207,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,NA,NA,None,NA,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
50201491,Female,37,Other,"Yes, Puerto Rican",Some college but degree not received or in progress,"$35,000 - $49,999",Southern Bronx,10458,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My workplace,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,One,No,Employed full time (working more than 30 hours per week),Retail,1,0,1 job,At an office,"Yes, work from home",NA,8.30am,6.30pm,NA
50201494,Female,54,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Inner Brooklyn,11217,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,4,Yes,My workplace,NA,Getting worse,I use the subway the same amount,NA,NA,Married,No,No,A one family house attached to one or more houses,Own,One,No,Employed full time (working more than 30 hours per week),Media,1,0,1 job,At an office,"Yes, work from home",NA,8:30am,7pm,NA
50201498,Female,36,Two or more races,"Yes, Mexican, Mexican American, Chicano",Some college but degree not received or in progress,"$25,000 - $34,999",Northern Bronx,10463,The Bronx,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,On the street,NA,Yes,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",6-10 blocks,Getting better,I use the subway the same amount,Getting better,I take the bus the same amount,Single,No,No,A one family house attached to one or more houses,Rent,Two,Yes,Employed part time (working less than 30 hours per week),Retail,NA,1,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,1PM,10PM,NA
50201503,Female,39,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",NA,Refused,Manhattan Core,10017,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorman,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Refused,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",2,1,3 or more jobs,At an office,"Yes, work from home",NA,refuse,5pm,NA
50201504,Female,20,Asian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$75,000 - $99,999",Outer Queens,11427,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",3,Gasoline,On the street,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Own,One,Yes,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
50201505,Male,43,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Outer Brooklyn,11209,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,In a shared driveway,NA,Yes,Yes,2,Yes,My doorman,NA,Staying the same,NA,NA,NA,Married,No,No,A one family house detached from any other house,Rent,One,Yes,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"Yes, work from home",NA,7am,7pm,NA
50201511,Female,38,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Manhattan Core,10025,Manhattan,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorman,NA,Staying the same,NA,NA,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"Yes, work from home",NA,7am,6:00 AM,NA
50201520,Female,24,Asian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Manhattan Core,10028,Manhattan,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,In a garage or lot in your apartment building,Yes,Yes,No,NA,NA,My doorman,NA,Getting worse,I use the subway less frequently,Getting better,I take the bus the same amount,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At a school or day care facility,"Yes, work from home",NA,7.15am,3.30pm,NA
50201521,Female,45,Black/ African American/ Caribbean American,"Yes, Mexican, Mexican American, Chicano","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Outer Brooklyn,11229,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Living in a committed partnership,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,From home,"No, do not work from home",NA,,,NA
50201523,Female,31,Other,"Yes, Other",Some college but degree not received or in progress,"$35,000 - $49,999",Outer Brooklyn,11223,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",3,Gasoline,In a garage or lot in your apartment building,Yes,Yes,Yes,1,Yes,An alternative address (i.e. a family member or friend's),More than 20 blocks,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Rent,One,Yes,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"Yes, work from home",NA,9am,7pm,NA
50201524,Female,26,Other,"Yes, Puerto Rican","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Inner Brooklyn,11206,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,NA,NA,Single,No,No,A building with 10 to 49 apartments,Refused,None,NA,Employed part time (working less than 30 hours per week),Arts & Entertainment,NA,1,1 job,Other,"Yes, work from home",NA,800,500,NA
50201525,Female,49,Other,"Yes, Other","Associate degree (i.e., AA, AS)","$25,000 - $34,999",Outer Brooklyn,11208,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway more frequently,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Rent,One,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At a school or day care facility,"Yes, work from home",NA,8am,4pm,NA
50201530,Male,21,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$200,000 and above",Manhattan Core,10036,Manhattan,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,1,Yes,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
50201533,Male,64,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Northern Manhattan,10025,Manhattan,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,Yes,Yes,No,NA,NA,My doorman,NA,Getting worse,I use the subway less frequently,NA,NA,Married,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,From home,"No, do not work from home",NA,,,NA
50201535,Female,65,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Manhattan Core,10002,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorman,NA,Getting worse,I use the subway less frequently,Getting better,I take the bus more frequently,Single,No,Yes,A building with 50 or more apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
50201536,Female,51,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Southern Bronx,10452,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Refused,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Living in a committed partnership,No,No,A building with 10 to 49 apartments,Rent,None,NA,Refused,NA,NA,NA,0,NA,NA,NA,,,NA
50201537,Female,69,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Manhattan Core,10128,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorman,NA,Staying the same,NA,Getting worse,I take the bus the same amount,Divorced,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"Yes, work from home",NA,830 am,530 pm,NA
50201543,Female,57,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Outer Brooklyn,11226,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Divorced,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Health Care/Social Assistance,NA,1,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,800,800,NA
50201544,Male,62,Black/ African American/ Caribbean American,"Yes, Mexican, Mexican American, Chicano","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Southern Bronx,10455,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorman,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Media,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,am,pm,NA
50201547,Female,62,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$75,000 - $99,999",Northern Manhattan,10037,Manhattan,Yes,I personally own or lease a car,2,Gasoline,In a garage or lot in your apartment building,Yes,Yes,Yes,2,Yes,My doorstep,NA,Getting better,NA,Getting better,I take the bus the same amount,Married,No,No,A building with 50 or more apartments,Rent,Two,Yes,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
50201548,Female,21,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","Less than $14,999",Inner Brooklyn,11233,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),3-5 blocks,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,One,Yes,Employed part time (working less than 30 hours per week),Retail,NA,1,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,3pm,12am,NA
50201549,Female,27,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Inner Brooklyn,11212,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A one family house attached to one or more houses,Own,None,NA,Employed part time (working less than 30 hours per week),Retail,NA,1,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,8am,430pm,NA
50201551,Female,34,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Manhattan Core,10012,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway less frequently,NA,NA,Living in a committed partnership,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Non-profit,1,0,1 job,From home,"No, do not work from home",NA,,,NA
50201553,Male,20,Asian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)",NA,Manhattan Core,10128,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,One,No,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
50201558,Male,43,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","Less than $14,999",Outer Brooklyn,11207,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus the same amount,Living in a committed partnership,No,No,I am homeless,NA,Four or more,Yes,Employed part time (working less than 30 hours per week),Construction,NA,1,1 job,Other,"Yes, work from home",NA,8:00am,7:00pm,NA
50201563,Female,34,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Inner Queens,11101,Queens,Yes,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My lobby,NA,Getting worse,I use the subway more frequently,Getting worse,I take the bus more frequently,Married,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At an office,"Yes, work from home",NA,9:00 AM,5:00 PM,NA
50201564,Female,20,Other,"Yes, Puerto Rican","Associate degree (i.e., AA, AS)","$15,000 - $24,999",Inner Brooklyn,11237,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,4,Yes,A postal store,3-5 blocks,Staying the same,NA,Getting worse,I take the bus the same amount,Single,No,No,A one family house attached to one or more houses,Rent,One,Yes,Employed part time (working less than 30 hours per week),Construction,NA,1,1 job,At an office,"Yes, work from home",NA,12pm,7pm,NA
50201567,Female,35,White/Caucasian,"Yes, Other","High school graduate or equivalent (i.e., GED)","Less than $14,999",Southern Bronx,10452,The Bronx,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,Yes,1,Yes,My lobby,NA,NA,NA,NA,NA,Married,No,No,A building with 50 or more apartments,Rent,One,NA,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
50201570,Male,62,Other,"Yes, Other",No high school,"$35,000 - $49,999",Northern Manhattan,10032,Manhattan,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,NA,NA,NA,My workplace,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus the same amount,Married,No,No,A building with 10 to 49 apartments,Refused,None,NA,Employed full time (working more than 30 hours per week),Construction,0,2,2 jobs,Other,"Yes, work from home",NA,8am,12pm,NA
50201571,Female,42,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$25,000 - $34,999",Inner Brooklyn,11221,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,1,Yes,A postal store,1-2 blocks,Staying the same,NA,Getting worse,I take the bus less frequently,Single,No,No,A building with 10 to 49 apartments,Rent,One,No,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,Other,"Yes, work from home",NA,4am,12pm,NA
50201573,Female,34,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Manhattan Core,10021,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,2,Yes,My doorman,NA,Getting worse,I use the subway less frequently,Getting better,I take the bus more frequently,Married,No,No,A building with 50 or more apartments,Rent,Four or more,Yes,Volunteer work (at least 1 day/week),NA,NA,NA,0,NA,NA,NA,,,NA
50201576,Male,40,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Inner Brooklyn,11205,Brooklyn,Yes,I personally own or lease a car,2,Gasoline,On the street,NA,Yes,Yes,3,No,My lobby,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Construction,1,1,2 jobs,Varying job sites,"Yes, work from home",NA,830,8:00 AM,NA
50201579,Female,71,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Outer Brooklyn,11224,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,NA,NA,NA,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
50201582,Female,32,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Brooklyn,11212,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting better,I take the bus the same amount,Single,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"Yes, work from home",NA,9am,7pm,NA
